72.0,5.0,144.0
72.0,5.0,100.0
32.0,2.0,100.0
32.0,2.0,160.0
7.0,3.0,24.03333333333334
7.0,3.0,24.03333333333334
2.0,5.0,4.2
2.0,5.0,4.0
70.0,5.0,120.0
80.0,78.0,3.58974358974359
34.0,5.0,47.599999999999994
78.0,5.0,109.19999999999999
100.0,5.0,140.0
78.0,5.0,109.19999999999999
23.0,5.0,48.300000000000004
23.0,5.0,57.96
97.0,6.0,113.16666666666666
97.0,6.0,100.0
97.0,6.0,90.0
88.0,9.0,110.00000000000001
88.0,23.0,45.87478260869566
88.0,17.0,62.065882352941195
77.0,31.0,27.0741935483871
55.0,45.0,14.654444444444449
90.0,67.0,16.105970149253732
99.0,45.0,23.98
99.0,13.0,51.784615384615385
99.0,13.0,51.784615384615385
32.0,56.0,2.0
89.0,4.0,120.0
33.0,65.0,1.776923076923077
99.0,5.0,138.6
75.0,43.0,6.104651162790697
89.0,67.0,17.37492537313433
45.0,2.0,157.5
45.0,2.0,157.5
55.0,66.0,2.9166666666666665
55.0,66.0,2.9166666666666665
55.0,66.0,2.9166666666666665
56.0,56.0,3.5000000000000004
2.0,2.0,7.0
22.0,34.0,2.2647058823529416
33.0,34.0,3.397058823529412
22.0,23.0,3.3478260869565215
78.0,45.0,6.066666666666667
78.0,45.0,6.066666666666667
